Id,Label,Group,Attribute
1395,pharmacy,word,8
1396,retail,word,5
1397,price,word,7
1398,ranges,word,3
1399,unit,word,2
1400,strength,word,5
1401,ranging,word,2
1402,attorneys,word,2
1403,connecticut,word,2
1404,pennsylvania,word,4
1405,launched,word,6
1406,investigations,word,4
1407,diversion,word,2
1408,cephalons,word,2
1409,sales,word,2
1410,promotional,word,2
1411,practices,word,2
1412,provigil,word,2
1413,gabitril,word,2
1414,nonmedical,word,4
1415,individuals,word,20
1416,without,word,13
1417,tolerance,word,4
1418,resulted,word,3
1419,numerous,word,7
1420,opiate,word,7
1421,tolerances,word,2
1422,antagonists,word,5
1423,increasingly,word,3
1424,longacting,word,2
1425,sustainedrelease,word,2
1426,repeat,word,4
1427,pure,word,3
1428,dilute,word,2
1429,appropriately,word,2
1430,mixture,word,6
1431,therefore,word,9
1432,dealers,word,7
1433,mix,word,3
1434,compensate,word,2
1435,lowquality,word,2
1436,illegally,word,6
1437,nonpharmaceutical,word,4
1438,outbreak,word,2
1439,heavily,word,2
1440,concentrated,word,6
1441,cities,word,9
1442,dayton,word,2
1443,ohio,word,2
1444,chicago,word,2
1445,illinois,word,3
1446,detroit,word,2
1447,michigan,word,2
1448,philadelphia,word,2
1449,btmps,word,2
1450,adulterant,word,2
1451,agencies,word,4
1452,november,word,5
1453,uncovered,word,2
1454,operation,word,4
1455,making,word,10
1456,xanax,word,4
1457,cottonwood,word,2
1458,heights,word,2
1459,utah,word,2
1460,appearance,word,6
1461,millions,word,2
1462,distributed,word,6
1463,location,word,8
1464,course,word,5
1465,accused,word,4
1466,owned,word,4
1467,tablet,word,5
1468,press,word,4
1469,ordered,word,3
1470,seizure,word,2
1471,customs,word,2
1472,protection,word,3
1473,nogales,word,2
1474,arizona,word,4
1475,estimated,word,7
1476,worth,word,2
1477,usm,word,2
1478,concealed,word,2
1479,compartment,word,2
1480,floor,word,2
1481,truck,word,2
1482,transporting,word,2
1483,cucumbers,word,2
1484,white,word,9
1485,refers,word,3
1486,amf,word,4
1487,department,word,10
1488,justice,word,3
1489,publication,word,2
1490,lists,word,2
1491,synonym,word,2
1492,motivation,word,2
1493,extra,word,3
1494,difficulty,word,9
1495,standpoint,word,2
1496,resultant,word,2
1497,resistant,word,3
1498,metabolic,word,8
1499,degradation,word,3
1500,prevention,word,3
1501,departments,word,4
1502,alerting,word,2
1503,rhode,word,2
1504,island,word,3
1505,acetylfentanyl,word,2
1506,licensed,word,4
1507,conducted,word,3
1508,suspected,word,10
1509,originate,word,2
1510,beginning,word,4
1511,authorities,word,2
1512,imported,word,4
1513,coast,word,4
1514,organized,word,3
1515,pressed,word,2
1516,pseudooxycontin,word,2
1517,traces,word,2
1518,implicated,word,2
1519,walks,word,2
1520,lifefrom,word,2
1521,homeless,word,2
1522,professionalsincluding,word,2
1523,teens,word,2
1524,parents,word,2
1525,country,word,5
1526,putting,word,2
1527,rush,word,2
1528,review,word,5
1529,prescriptiononly,word,4
1530,effort,word,5
1531,global,word,5
1532,news,word,5
1533,allegations,word,2
1534,diplomatic,word,2
1535,tensions,word,2
1536,hindered,word,2
1537,cooperation,word,4
1538,seize,word,2
1539,beijing,word,3
1540,inaction,word,2
1541,discovered,word,5
1542,sale,word,3
1543,markets,word,6
1544,australia,word,5
1545,zealand,word,4
1546,availability,word,2
1547,entire,word,4
1548,fentanyltype,word,2
1549,nevertheless,word,2
1550,principal,word,3
1551,origin,word,3
1552,cartels,word,6
1553,chinese,word,7
1554,yuancheng,word,2
1555,smuggled,word,2
1556,visit,word,3
1557,nancy,word,2
1558,pelosi,word,2
1559,taiwan,word,2
1560,halted,word,2
1561,combatting,word,2
1562,emerged,word,2
1563,already,word,3
1564,networks,word,6
1565,import,word,2
1566,possible,word,6
1567,disperse,word,2
1568,nigeria,word,2
1569,south,word,16
1570,africa,word,3
1571,indonesia,word,3
1572,myanmar,word,6
1573,military,word,6
1574,confiscated,word,2
1575,gallons,word,2
1576,methyl,word,2
1577,sic,word,2
1578,derivatives,word,3
1579,drop,word,5
1580,burma,word,2
1581,regions,word,2
1582,expand,word,3
1583,diversify,word,2
1584,california,word,2
1585,union,word,7
1586,director,word,2
1587,charged,word,2
1588,importing,word,2
1589,tapentadol,word,2
1590,disguised,word,2
1591,chocolate,word,2
1592,slow,word,14
1593,washington,word,2
1594,post,word,3
1595,government,word,4
1596,faltered,word,2
1597,surging,word,2
1598,presently,word,2
1599,archives,word,2
1600,shipments,word,2
1601,stopped,word,5
1602,entering,word,2
1603,final,word,3
1604,adulterated,word,2
1605,previously,word,9
1606,sophistication,word,2
1607,environments,word,3
1608,relate,word,2
1609,investigators,word,2
1610,likely,word,10
1611,legal,word,6
1612,entity,word,2
1613,convictions,word,2
1614,sinaloa,word,2
1615,cartel,word,2
1616,connection,word,4
1617,illegal,word,4
1618,arms,word,5
1619,smuggling,word,2
1620,repeatedly,word,3
1621,official,word,4
1622,complaints,word,2
1623,guns,word,2
1624,purchased,word,2
1625,example,word,11
1626,wisconsin,word,2
1627,alaska,word,2
1628,intelligence,word,4
1629,transported,word,2
1630,onto,word,3
1631,territory,word,2
1632,brokers,word,2
1633,couriers,word,2
1634,financed,word,2
1635,engage,word,2
1636,money,word,6
1637,laundering,word,2
1638,controls,word,4
1639,contributed,word,2
1640,durogesic,word,2
1641,fentora,word,2
1642,matrifen,word,2
1643,haldid,word,2
1644,instanyl,word,2
1645,lazanda,word,2
1646,mcg,word,2
1647,expensive,word,4
1648,average,word,19
1649,injectable,word,3
1650,mcgml,word,2
1651,supply,word,10
1652,milliliters,word,2
1653,australian,word,2
1654,institute,word,6
1655,criminology,word,2
1656,microgram,word,2
1657,valued,word,2
1658,gram,word,6
1659,cryptomarkets,word,2
1660,offerings,word,2
1661,grams,word,5
1662,offers,word,5
1663,addition,word,17
1664,dreammarket,word,2
1665,furanfentanyl,word,2
1666,fuf,word,2
1667,listings,word,4
1668,wholesale,word,2
1669,medications,word,20
1670,harmful,word,3
1671,misused,word,2
1672,unused,word,4
1673,secure,word,3
1674,childrens,word,3
1675,sight,word,2
1676,locked,word,2
1677,cabinet,word,2
1678,environmental,word,8
1679,concerns,word,3
1680,toilet,word,2
1681,flushing,word,5
1682,garbage,word,2
1683,disposal,word,2
1684,pharmacists,word,4
1685,recommend,word,6
1686,sealed,word,2
1687,childproof,word,2
1688,container,word,4
1689,returned,word,6
1690,takeback,word,2
1691,fastest,word,2
1692,surest,word,2
1693,remove,word,5
1694,ingestion,word,2
1695,pets,word,2
1696,intended,word,2
1697,august,word,3
1698,nebraska,word,6
1699,became,word,11
1700,execute,word,2
1701,prisoner,word,2
1702,carey,word,2
1703,dean,word,2
1704,moore,word,4
1705,longestserving,word,2
1706,row,word,2
1707,inmates,word,4
1708,executed,word,3
1709,penitentiary,word,2
1710,received,word,4
1711,injection,word,10
1712,series,word,8
1713,included,word,7
1714,render,word,2
1715,subject,word,3
1716,unconscious,word,3
1717,diazepam,word,2
1718,tranquilizer,word,2
1719,cisatracurium,word,2
1720,besylate,word,2
1721,relaxant,word,3
1722,stop,word,5
1723,execution,word,6
1724,penalty,word,4
1725,untested,word,2
1726,cocktail,word,2
1727,protested,word,2
1728,antideath,word,2
1729,advocates,word,2
1730,prison,word,6
1731,capitol,word,2
1732,russian,word,7
1733,spetsnaz,word,2
1734,security,word,2
1735,forces,word,6
1736,analogue,word,3
1737,derivative,word,4
1738,incapacitate,word,2
1739,moscow,word,2
1740,theater,word,3
1741,hostage,word,2
1742,siege,word,4
1743,ended,word,3
1744,hostages,word,2
1745,gas,word,12
1746,severely,word,3
1747,taxed,word,2
1748,days,word,11
1749,long,word,10
1750,minister,word,2
1751,agent,word,3
1752,clearly,word,2
1753,supplier,word,2
1754,recalled,word,6
1755,lot,word,5
1756,lots,word,4
1757,seal,word,2
1758,breaches,word,2
1759,allowed,word,5
1760,leak,word,2
1761,recalls,word,2
1762,initiated,word,4
1763,alza,word,2
1764,corporation,word,4
1765,cuts,word,2
1766,reservoir,word,7
1767,providers,word,4
1768,teva,word,4
1769,pharmaceuticals,word,5
1770,usa,word,3
1771,cii,word,2
1772,missing,word,2
1773,safety,word,6
1774,sheets,word,2
1775,properly,word,4
1776,product,word,3
1777,consumer,word,2
1778,recall,word,2
1779,stressed,word,3
1780,therapeutics,word,3
1781,component,word,5
1782,balanced,word,2
1783,animal,word,6
1784,pureopiate,word,2
1785,pureopioid,word,4
1786,agonists,word,6
1787,regarding,word,5
1788,depth,word,3
1789,infusion,word,2
1790,dysphoria,word,3
1791,popular,word,4
1792,intraoperative,word,2
1793,usually,word,22
1794,done,word,4
1795,offlabel,word,2
1796,mgml,word,2
1797,recuvyra,word,2
1798,application,word,2
1799,species,word,6
1800,europe,word,9
1801,describes,word,1
1802,marked,word,2
1803,occasional,word,1
1804,seems,word,4
1805,hypoxemia,word,2
1806,hypertension,word,7
1807,pulmonary,word,21
1808,acidosis,word,2
1809,intracranial,word,1
1810,supervene,word,1
1811,hypothesized,word,1
1812,wall,word,3
1813,appearing,word,1
1814,disorder,word,39
1815,condition,word,7
1816,stub,word,2
1817,wikipedia,word,2
1818,expanding,word,3
1819,sob,word,1
1820,ame,word,1
1821,dyspnoea,word,3
1822,bre,word,1
1823,uncomfortable,word,3
1824,feeling,word,9
1825,able,word,6
1826,breathe,word,3
1827,society,word,7
1828,defines,word,3
1829,subjective,word,3
1830,experience,word,21
1831,distinct,word,6
1832,sensations,word,5
1833,recommends,word,3
1834,evaluating,word,1
1835,assessing,word,3
1836,distress,word,2
1837,burden,word,1
1838,impact,word,2
1839,activities,word,1
1840,daily,word,6
1841,living,word,4
1842,effortwork,word,1
1843,tightness,word,3
1844,hunger,word,1
1845,oxygen,word,12
1846,tripod,word,2
1847,assumed,word,1
1848,symptom,word,4
1849,heavy,word,5
1850,exertion,word,4
1851,becomes,word,2
1852,pathological,word,1
1853,occurs,word,12
1854,situations,word,7
1855,resting,word,1
1856,light,word,3
1857,asthma,word,14
1858,pneumonia,word,6
1859,cardiac,word,7
1860,ischemia,word,4
1861,interstitial,word,5
1862,lung,word,14
1863,congestive,word,4
1864,psychogenic,word,3
1865,causes,word,20
1866,see,word,2
1867,best,word,5
1868,depends,word,3
1869,underlying,word,8
1870,terms,word,2
1871,definitions,word,1
1872,describe,word,4
1873,disordered,word,2
1874,either,word,9
1875,disorders,word,18
1876,neurological,word,5
1877,musculoskeletal,word,6
1878,endocrine,word,1
1879,hematologic,word,1
1880,psychiatric,word,3
1881,diagnosispro,word,1
1882,online,word,4
1883,expert,word,1
1884,myocardial,word,5
1885,infarction,word,3
1886,pneumothorax,word,4
1887,edema,word,8
1888,pathophysiological,word,1
1889,basis,word,2
1890,divided,word,5
1891,abnormality,word,1
1892,ventilatory,word,1
1893,ischemic,word,4
1894,strokes,word,2
1895,hemorrhages,word,1
1896,tumors,word,3
1897,infections,word,2
1898,seizures,word,2
1899,traumas,word,1
1900,stem,word,1
1901,tempo,word,1
1902,knowing,word,3
1903,etiology,word,2
1904,connected,word,4
1905,changes,word,9
1906,laryngeal,word,1
1907,bronchospasm,word,1
1908,embolism,word,5
1909,copd,word,7
1910,idiopathic,word,2
1911,fibrosis,word,2
1912,ipf,word,1
1913,gradual,word,2
1914,progression,word,3
1915,punctuated,word,1
1916,exacerbations,word,2
1917,asthmatics,word,1
1918,intermittent,word,2
1919,cough,word,8
1920,triggers,word,2
1921,upper,word,2
1922,tract,word,4
1923,infection,word,3
1924,allergens,word,1
1925,coronary,word,3
1926,presents,word,11
1927,retrosternal,word,1
1928,catching,word,1
1929,atypically,word,1
1930,alone,word,2
1931,old,word,9
1932,age,word,16
1933,smoking,word,1
1934,hyperlipidemia,word,1
1935,diabetes,word,6
1936,electrocardiogram,word,1
1937,enzymes,word,8
1938,directing,word,1
1939,requirement,word,1
1940,efforts,word,6
1941,infected,word,2
1942,fever,word,5
1943,smell,word,1
1944,taste,word,2
1945,breathcitation,word,1
1946,orthopnea,word,1
1947,paroxysmal,word,1
1948,nocturnal,word,2
1949,affects,word,3
1950,population,word,15
1951,decompensation,word,1
1952,dietary,word,3
1953,intake,word,2
1954,noncompliance,word,1
1955,abnormal,word,2
1956,rhythms,word,2
1957,kidney,word,70
1958,emboli,word,1
1959,directed,word,3
1960,towards,word,3
1961,congestion,word,3
1962,emphysema,word,1
1963,bronchitis,word,1
1964,productive,word,3
1965,exacerbation,word,2
1966,sputum,word,1
1967,ruled,word,2
1968,anticholinergics,word,1
1969,betaadrenoceptor,word,1
1970,steroids,word,2
1971,presenting,word,3
1972,room,word,1
1973,developing,word,6
1974,affecting,word,5
1975,wheezing,word,1
1976,non,word,2
1977,corticosteroids,word,2
1978,preferred,word,1
1979,growth,word,6
1980,shortacting,word,1
1981,bronchodilatorscitation,word,1
1982,pleuritic,word,3
1983,improved,word,3
1984,findings,word,2
1985,absent,word,4
1986,sounds,word,2
1987,jugular,word,2
1988,venous,word,2
1989,distension,word,1
1990,tracheal,word,2
1991,deviation,word,2
1992,inspiratory,word,1
1993,crackles,word,1
1994,heard,word,1
1995,exam,word,1
1996,xray,word,2
1997,differentiate,word,2
1998,bacterial,word,2
1999,antibiotics,word,2
2000,classically,word,2
2001,hemoptysis,word,1
2002,deep,word,6
2003,vein,word,1
2004,thrombosis,word,1
2005,thromboembolism,word,1
2006,owing,word,2
2007,mortality,word,1
2008,wells,word,3
2009,score,word,2
2010,assess,word,1
2011,probability,word,1
2012,severity,word,6
2013,anticoagulants,word,1
2014,ominous,word,1
2015,signs,word,3
2016,warrant,word,1
2017,thrombolytic,word,1
2018,anemia,word,3
2019,develops,word,3
2020,gradually,word,2
2021,exertional,word,2
2022,tachycardia,word,3
2023,anaemia,word,4
2024,menstruation,word,1
2025,excessive,word,4
2026,contribute,word,3
2027,consequential,word,1
2028,women,word,9
2029,headaches,word,1
2030,numb,word,1
2031,sensation,word,2
2032,blurred,word,1
2033,vision,word,1
2034,behind,word,2
2035,eye,word,2
2036,pains,word,2
2037,permanent,word,1
2038,damage,word,5
2039,focus,word,4
2040,language,word,1
2041,faculty,word,1
2042,impairment,word,1
2043,memory,word,3
2044,losscitation,word,1
2045,advanced,word,5
2046,periods,word,5
2047,along,word,11
2048,treatments,word,6
2049,nonpharmacological,word,6
2050,interventions,word,8
2051,showed,word,4
2052,improvement,word,2
2053,fans,word,1
2054,behavioral,word,2
2055,pyschoeducational,word,1
2056,approaches,word,4
2057,rehabilitation,word,3
2058,integrative,word,1
2059,acupunctureacupressurereflexology,word,1
2060,meditation,word,3
2061,music,word,13
2062,therapy,word,21
2063,acupuncturereflexology,word,1
2064,beneficial,word,4
2065,tamponade,word,2
2066,anaphylaxis,word,2
2067,attacks,word,69
2068,lungs,word,7
2069,pregnancy,word,7
2070,elevated,word,1
2071,pulsus,word,1
2072,paradoxus,word,1
2073,gold,word,1
2074,standard,word,2
2075,ultrasound,word,2
2076,begins,word,2
2077,history,word,16
2078,urticaria,word,1
2079,throat,word,2
2080,swelling,word,2
2081,gastrointestinal,word,13
2082,upset,word,2
2083,epinephrine,word,4
2084,predisposing,word,1
2085,tachydysrhythmias,word,1
2086,sweating,word,5
2087,numbness,word,3
2088,exclusion,word,1
2089,conditions,word,12
2090,cord,word,2
2091,phrenic,word,1
2092,nerve,word,4
2093,injuries,word,4
2094,guillainbarr,word,1
2095,amyotrophic,word,1
2096,lateral,word,1
2097,sclerosis,word,2
2098,muscular,word,1
2099,dystrophy,word,1
2100,dysfunction,word,4
2101,vcd,word,1
2102,sarcoidosis,word,1
2103,inflammatory,word,7
2104,although,word,20
2105,organ,word,1
2106,affected,word,7
2107,involvement,word,1
2108,sites,word,5
2109,eyes,word,1
2110,joints,word,1
2111,asic,word,1
2112,chemoreceptors,word,2
2113,mechanoreceptors,word,1
2114,thought,word,6
2115,components,word,3
2116,afferent,word,6
2117,efferent,word,5
2118,processing,word,2
2119,compares,word,1
2120,mismatch,word,1
2121,met,word,3
2122,sensory,word,1
2123,neuronal,word,2
2124,ascend,word,1
2125,neurons,word,2
2126,arise,word,4
2127,carotid,word,2
2128,bodies,word,3
2129,medulla,word,2
2130,juxtacapillary,word,1
2131,sensitive,word,2
2132,stretch,word,2
2133,signal,word,2
2134,bronchoconstriction,word,2
2135,spindles,word,1
2136,tension,word,3
2137,poor,word,3
2138,hypercapnia,word,1
2139,left,word,6
2140,impairing,word,1
2141,exchange,word,5
2142,limiting,word,1
2143,airflow,word,1
2144,ineffective,word,1
2145,motor,word,2
2146,descending,word,1
2147,internal,word,4
2148,intercostal,word,3
2149,accessory,word,2
2150,musclesas,word,1
2151,receives,word,1
2152,plentiful,word,1
2153,relating,word,3
2154,compare,word,2
2155,current,word,5
2156,respiration,word,3
2157,determined,word,2
2158,inappropriate,word,2
2159,bodys,word,7
2160,psychological,word,4
2161,aware,word,1
2162,typical,word,4
2163,approach,word,4
2164,assessment,word,2
2165,circulation,word,3
2166,followed,word,4
2167,examination,word,1
2168,represent,word,4
2169,altered,word,1
2170,unstable,word,1
2171,dysrhythmia,word,1
2172,stridor,word,1
2173,indrawing,word,1
2174,cyanosis,word,1
2175,positioning,word,1
2176,pronounced,word,1
2177,sternocleidomastoid,word,1
2178,scalenes,word,1
2179,scales,word,1
2180,quantify,word,1
2181,subjectively,word,1
2182,rated,word,1
2183,scale,word,3
2184,descriptors,word,1
2185,modified,word,2
2186,borg,word,1
2187,mrc,word,1
2188,suggests,word,8
2189,grades,word,1
2190,arises,word,2
2191,helpful,word,6
2192,determining,word,1
2193,ddimer,word,1
2194,rule,word,3
2195,value,word,3
2196,natriuretic,word,1
2197,peptide,word,1
2198,ruling,word,2
2199,supportive,word,3
2200,spiral,word,1
2201,computed,word,1
2202,tomography,word,1
2203,radiocontrast,word,1
2204,imaging,word,2
2205,choice,word,1
2206,evaluate,word,1
2207,supplemental,word,1
2208,hypoxia,word,1
2209,saturations,word,1
2210,variety,word,8
2211,neurologicalneuromuscular,word,1
2212,abnormalities,word,2
2213,difficulties,word,1
2214,paralyzed,word,1
2215,active,word,8
2216,assisted,word,1
2217,volume,word,3
2218,augmentation,word,1
2219,stacking,word,1
2220,education,word,10
2221,patterns,word,3
2222,movement,word,2
2223,strategies,word,3
2224,facilitate,word,2
2225,alleviate,word,2
2226,cure,word,1
2227,fan,word,2
2228,face,word,6
2229,shown,word,44
2230,illnesses,word,2
2231,stimulation,word,1
2232,trigeminal,word,1
2233,systemic,word,3
2234,emergently,word,1
2235,longactingsustainedrelease,word,1
2236,preventcontinue,word,1
2237,setting,word,6
2238,evidence,word,15
2239,midazolam,word,1
2240,nebulised,word,1
2241,cognitivebehavioral,word,4
2242,yet,word,4
2243,key,word,4
2244,tools,word,2
2245,psychosocial,word,1
2246,issues,word,2
2247,selfmanagement,word,1
2248,relaxation,word,7
2249,pacing,word,1
2250,energy,word,2
2251,conservation,word,1
2252,learning,word,1
2253,exercises,word,2
2254,cognitive,word,4
2255,behavioural,word,1
2256,uncontrollable,word,1
2257,treating,word,6
2258,combined,word,8
2259,systematic,word,4
2260,reviews,word,1
2261,metaanalyses,word,1
2262,necessarily,word,1
2263,effectiveness,word,4
2264,ensuring,word,1
2265,balance,word,2
2266,improvements,word,1
2267,needs,word,2
2268,carefully,word,1
2269,prescribing,word,4
2270,corticosteriods,word,1
2271,adults,word,6
2272,studied,word,4
2273,admitted,word,1
2274,dead,word,1
2275,develop,word,7
2276,dying,word,3
2277,requiring,word,2
2278,english,word,13
2279,comes,word,4
2280,latin,word,2
2281,greek,word,7
2282,dyspnoia,word,1
2283,dyspnoos,word,1
2284,literally,word,1
2285,means,word,2
2286,dys,word,2
2287,pnea,word,2
2288,familiar,word,1
2289,words,word,2
2290,function,word,11
2291,pronunciation,word,1
2292,dspni,word,2
2293,dispnee,word,1
2294,stress,word,16
2295,syllable,word,3
2296,pronunciations,word,1
2297,silent,word,4
2298,pneumo,word,1
2299,dsni,word,3
2300,pneasuffixed,word,1
2301,follow,word,1
2302,pattern,word,2
2303,whether,word,3
2304,preceding,word,1
2305,word,word,3
2306,collation,word,1
2307,preponderance,word,1
2308,dictionaries,word,1
2309,pronounce,word,1
2310,transcribe,word,1
2311,lessused,word,1
2312,variants,word,4
2313,omitted,word,1
2314,dyspneastatpearls,word,1
2315,reagent,word,7
2316,spottest,word,1
2317,presumptively,word,1
2318,identify,word,3
2319,alkaloids,word,2
2320,composed,word,2
2321,dripped,word,1
2322,producing,word,2
2323,reactions,word,11
2324,methanol,word,2
2325,added,word,1
2326,process,word,5
2327,better,word,6
2328,observation,word,2
2329,colour,word,2
2330,changecitation,word,1
2331,estonian,word,1
2332,pharmacologist,word,2
2333,eduard,word,1
2334,markus,word,1
2335,magister,word,1
2336,dissertation,word,1
2337,named,word,7
2338,dorpat,word,1
2339,stored,word,3
2340,freezer,word,1
2341,maximum,word,5
2342,shelf,word,1
2343,life,word,14
2344,presumptive,word,1
2345,ecstasy,word,1
2346,phenethylamines,word,1
2347,mescaline,word,1
2348,performed,word,1
2349,scraping,word,1
2350,adding,word,3
2351,colorless,word,1
2352,analyzed,word,1
2353,viewing,word,2
2354,change,word,6
2355,apparent,word,3
2356,moisture,word,1
2357,seconds,word,5
2358,proposed,word,6
2359,molecules,word,4
2360,condensing,word,1
2361,dimeric,word,1
2362,oxocarbenium,word,1
2363,nebulizer,word,31
2364,nebuliser,word,1
2365,device,word,12
2366,mist,word,10
2367,nebulizers,word,18
2368,cystic,word,1
2369,diseases,word,11
2370,compressed,word,4
2371,ultrasonic,word,14
2372,power,word,8
2373,break,word,2
2374,solutions,word,1
2375,suspensions,word,1
2376,aerosol,word,6
2377,droplets,word,3
2378,mouthpiece,word,4
2379,solid,word,1
2380,liquid,word,21
2381,particles,word,5
2382,guidelines,word,6
2383,gina,word,1
2384,canadian,word,4
2385,metered,word,3
2386,place,word,12
2387,nebulizerdelivered,word,1
2388,therapies,word,4
2389,european,word,6
2390,acknowledge,word,1
2391,hospitals,word,4
2392,suggest,word,5
2393,evidencebased,word,1
2394,metereddose,word,2
2395,mdis,word,2
2396,spacers,word,2
2397,mdi,word,3
2398,spacer,word,3
2399,offer,word,2
2400,advantages,word,3
2401,refer,word,2
2402,specifically,word,3
2403,nebulisers,word,1
2404,indicate,word,2
2405,delivered,word,4
2406,highlighted,word,1
2407,droplet,word,5
2408,reproducibility,word,1
2409,selling,word,1
2410,devices,word,3
2411,separately,word,1
2412,inefficient,word,1
2413,efficient,word,4
2414,ability,word,4
2415,deliver,word,2
2416,larger,word,2
2417,data,word,4
2418,actual,word,4
2419,deposition,word,5
2420,trial,word,3
2421,beyond,word,2
2422,inhalation,word,6
2423,hydrofluoric,word,1
2424,vapors,word,2
2425,gluconate,word,2
2426,firstline,word,1
2427,counteract,word,2
2428,characteristics,word,1
2429,depend,word,1
2430,particle,word,2
2431,smaller,word,6
2432,chance,word,4
2433,peripheral,word,1
2434,penetration,word,1
2435,fine,word,3
2436,diameter,word,4
2437,avoiding,word,4
2438,altogether,word,1
2439,exhaled,word,2
2440,task,word,2
2441,dynamics,word,2
2442,concerned,word,2
2443,mainly,word,5
2444,hazards,word,1
2445,toxins,word,3
2446,model,word,7
2447,deposit,word,3
2448,transition,word,1
2449,airways,word,1
2450,appropriate,word,3
2451,aerosols,word,3
2452,nebulizing,word,2
2453,processes,word,2
2454,modeled,word,1
2455,computational,word,1
2456,fluid,word,6
2457,jet,word,9
2458,atomizers,word,1
2459,tubing,word,1
2460,velocity,word,2
2461,patient,word,8
2462,currently,word,8
2463,tendency,word,4
2464,physicians,word,2
2465,pressurized,word,4
2466,inhaler,word,11
2467,pmdi,word,4
2468,instead,word,10
2469,generates,word,2
2470,noise,word,2
2471,portable,word,3
2472,serious,word,4
2473,advantage,word,2
2474,operational,word,2
2475,inhale,word,2
2476,manufacturers,word,3
2477,managed,word,3
2478,competing,word,3
2479,biggest,word,3
2480,draw,word,1
2481,back,word,6
2482,company,word,6
2483,boehringer,word,1
2484,ingelheim,word,1
2485,invented,word,6
2486,respimat,word,1
2487,soft,word,7
2488,user,word,3
2489,bottom,word,4
2490,rotated,word,1
2491,clockwise,word,1
2492,hand,word,7
2493,buildup,word,1
2494,spring,word,2
2495,flexible,word,2
2496,released,word,5
2497,imposes,word,1
2498,spray,word,18
2499,nozzles,word,1
2500,forming,word,1
2501,features,word,6
2502,propellant,word,2
2503,batterypower,word,1
2504,operate,word,4
2505,micrometers,word,1
2506,efficiency,word,2
2507,problems,word,9
2508,proven,word,3
2509,fact,word,6
2510,conventional,word,2
2511,arguments,word,1
2512,ers,word,1
2513,clarifyexpand,word,1
2514,definition,word,2
2515,technical,word,2
2516,wave,word,43
2517,electronic,word,5
2518,oscillator,word,1
2519,generate,word,1
2520,frequency,word,7
2521,mechanical,word,1
2522,vibration,word,5
2523,piezoelectric,word,3
2524,element,word,5
2525,vibrating,word,5
2526,vapor,word,3
2527,atomization,word,2
2528,create,word,3
2529,compressor,word,2
2530,examples,word,2
2531,modern,word,5
2532,omron,word,1
2533,neu,word,1
2534,beurer,word,2
2535,innovation,word,2
2536,creation,word,1
2537,mesh,word,2
2538,vmt,word,3
2539,meshmembrane,word,1
2540,laser,word,1
2541,drilled,word,2
2542,holes,word,2
2543,vibrates,word,1
2544,top,word,5
2545,thereby,word,3
2546,pressures,word,1
2547,shorter,word,3
2548,achieved,word,1
2549,waste,word,3
2550,undesired,word,1
2551,solved,word,1
2552,pari,word,1
2553,eflow,word,1
2554,respironics,word,1
2555,ineb,word,1
2556,aerogen,word,1
2557,aeroneb,word,1
2558,models,word,2
2559,technologies,word,1
2560,continue,word,3
2561,classic,word,1
2562,accept,word,1
2563,loaded,word,1
2564,bronchodilators,word,2
2565,salbutamol,word,1
2566,albuterol,word,1
2567,usan,word,1
2568,ipratropium,word,1
2569,target,word,2
2570,speeds,word,1
2571,alternative,word,4
2572,aerosolized,word,1
2573,tubelike,word,1
2574,mask,word,1
2575,elderly,word,2
2576,masks,word,1
2577,shaped,word,1
2578,fish,word,2
2579,dragons,word,1
2580,pacifier,word,1
2581,attachments,word,1
2582,infants,word,8
2583,toddlers,word,1
2584,mouthpieces,word,1
2585,preferable,word,1
2586,facemasks,word,1
2587,losses,word,2
2588,nose,word,1
2589,corticosteroid,word,1
2590,theoretically,word,2
2591,yeast,word,1
2592,thrush,word,1
2593,hoarseness,word,1
2594,voice,word,1
2595,dysphonia,word,1
2596,clinically,word,2
2597,rinse,word,2
2598,true,word,2
2599,wish,word,2
2600,mouths,word,1
2601,unpleasant,word,1
2602,bronchodilating,word,1
2603,powered,word,1
2604,france,word,2
2605,salesgirons,word,1
2606,atomize,word,2
2607,pump,word,3
2608,operated,word,6
2609,bicycle,word,2
2610,pulled,word,2
2611,draws,word,1
2612,force,word,3
2613,atomizer,word,4
2614,sprayed,word,1
2615,near,word,6
2616,steamdriven,word,1
2617,germany,word,2
2618,siegles,word,1
2619,steam,word,4
2620,venturi,word,2
2621,principle,word,1
2622,understood,word,5
2623,unfortunately,word,1
2624,mediocre,word,1
2625,siegle,word,1
2626,consisted,word,2
2627,spirit,word,1
2628,burner,word,1
2629,boiled,word,1
2630,suspended,word,1
2631,passage,word,4
2632,drew,word,1
2633,glass,word,1
2634,pneumatic,word,1
2635,fed,word,1
2636,electrically,word,1
2637,pneumostat,word,1
2638,bronchial,word,1
2639,constriction,word,1
2640,electrical,word,2
2641,continued,word,2
2642,cheap,word,1
2643,handdriven,word,1
2644,parkedavis,word,1
2645,glaseptic,word,1
2646,riker,word,1
2647,medihaleriso,word,1
2648,isoprenaline,word,1
2649,medihalerepi,word,1
2650,coldfill,word,1
2651,metering,word,1
2652,valves,word,1
2653,freon,word,1
2654,environmentally,word,1
2655,damaging,word,1
2656,hfa,word,1
2657,purposes,word,2
2658,humidifiers,word,1
