Id,Label,Group,Attribute
1411,conference,word,59
1412,isc,word,5
1413,hold,word,93
1414,place,word,122
1415,paris,word,6
1416,cholera,word,9
1417,century,word,114
1418,uncertain,word,6
1419,agreement,word,23
1420,appropriate,word,11
1421,span,word,13
1422,convene,word,5
1423,seventh,word,7
1424,finally,word,11
1425,convention,word,91
1426,shipping,word,15
1427,canal,word,19
1428,guard,word,6
1429,importation,word,17
1430,attend,word,51
1431,denmark,word,6
1432,agree,word,20
1433,prior,word,50
1434,codify,word,5
1435,yellow,word,11
1436,fever,word,23
1437,leprosy,word,6
1438,success,word,21
1439,bureau,word,23
1440,hygiene,word,7
1441,english,word,72
1442,soon,word,16
1443,found,word,34
1444,war,word,147
1445,delegate,word,12
1446,norwegian,word,5
1447,brazilian,word,8
1448,fail,word,30
1449,resolution,word,41
1450,pass,word,85
1451,secretary,word,13
1452,declaration,word,15
1453,word,word,54
1454,emphasize,word,11
1455,nature,word,21
1456,seek,word,32
1457,constitution,word,67
1458,specialize,word,6
1459,ratify,word,26
1460,meeting,word,22
1461,appoint,word,28
1462,stage,word,51
1463,assemblys,word,5
1464,president,word,70
1465,sexually,word,5
1466,transmit,word,7
1467,infection,word,52
1468,maternal,word,25
1469,legislative,word,27
1470,accurate,word,6
1471,statistic,word,10
1472,morbidity,word,6
1473,feature,word,57
1474,symbol,word,33
1475,atomic,word,8
1476,energy,word,30
1477,propose,word,26
1478,programme,word,27
1479,interest,word,21
1480,party,word,76
1481,shall,word,6
1482,consult,word,5
1483,view,word,33
1484,adjust,word,11
1485,mutual,word,8
1486,statement,word,23
1487,activist,word,8
1488,woman,word,193
1489,future,word,28
1490,claim,word,57
1491,restricted,word,14
1492,ability,word,40
1493,nuclear,word,11
1494,power,word,70
1495,regain,word,5
1496,independence,word,20
1497,independent,word,52
1498,weekly,word,13
1499,headquarters,word,41
1500,point,word,60
1501,clause,word,7
1502,particular,word,34
1503,accordance,word,5
1504,statute,word,11
1505,exchange,word,18
1506,letter,word,37
1507,account,word,40
1508,respective,word,6
1509,responsibility,word,17
1510,recognize,word,45
1511,encourage,word,22
1512,practical,word,6
1513,right,word,118
1514,aspect,word,8
1515,key,word,32
1516,text,word,9
1517,highlight,word,14
1518,free,word,62
1519,perform,word,73
1520,service,word,133
1521,soviet,word,20
1522,constituent,word,10
1523,republic,word,36
1524,recipe,word,7
1525,mass,word,40
1526,objective,word,17
1527,modify,word,11
1528,area,word,253
1529,instead,word,50
1530,deputy,word,13
1531,undertake,word,12
1532,eradicate,word,7
1533,creation,word,23
1534,move,word,36
1535,ariana,word,5
1536,palace,word,8
1537,construct,word,10
1538,intensify,word,6
1539,annually,word,34
1540,surveillance,word,6
1541,problem,word,108
1542,team,word,137
1543,face,word,63
1544,reporting,word,16
1545,consultant,word,5
1546,european,word,142
1547,decade,word,31
1548,fight,word,38
1549,commission,word,42
1550,declare,word,36
1551,history,word,106
1552,eliminate,word,23
1553,immunization,word,6
1554,partnership,word,16
1555,agriculture,word,26
1556,bank,word,19
1557,tropical,word,9
1558,cosponsor,word,8
1559,unicef,word,5
1560,request,word,27
1561,intensive,word,14
1562,support,word,140
1563,strengthen,word,5
1564,enact,word,12
1565,rehabilitation,word,18
1566,focus,word,39
1567,draw,word,46
1568,discrimination,word,9
1569,hivaids,word,9
1570,unaid,word,5
1571,certification,word,7
1572,requirement,word,28
1573,progress,word,24
1574,elimination,word,35
1575,transmission,word,20
1576,process,word,99
1577,verification,word,6
1578,gain,word,34
1579,survival,word,17
1580,infant,word,20
1581,mortality,word,36
1582,life,word,122
1583,accept,word,25
1584,millennium,word,10
1585,credit,word,28
1586,aid,word,35
1587,revise,word,5
1588,regulation,word,43
1589,light,word,37
1590,threat,word,15
1591,experience,word,80
1592,authorize,word,13
1593,thing,word,12
1594,basis,word,27
1595,plan,word,100
1596,influenza,word,5
1597,conclude,word,18
1598,perceive,word,5
1599,west,word,76
1600,announce,word,47
1601,novel,word,15
1602,coronavirus,word,16
1603,strain,word,10
1604,council,word,84
1605,workforce,word,7
1606,revision,word,6
1607,african,word,48
1608,mark,word,22
1609,actor,word,7
1610,bill,word,96
1611,melinda,word,6
1612,gate,word,10
1613,foundation,word,17
1614,dozen,word,5
1615,weaken,word,7
1616,leader,word,51
1617,subsequently,word,19
1618,proposal,word,7
1619,reform,word,13
1620,commitment,word,15
1621,retain,word,31
1622,track,word,14
1623,scheme,word,8
1624,viable,word,5
1625,net,word,12
1626,pregnant,word,23
1627,partner,word,19
1628,virus,word,7
1629,vaccination,word,9
1630,save,word,11
1631,decline,word,57
1632,financing,word,11
1633,vulnerability,word,6
1634,roman,word,23
1635,opposition,word,26
1636,condom,word,17
1637,hiv,word,31
1638,catholic,word,28
1639,church,word,39
1640,contraception,word,8
1641,condemn,word,12
1642,pope,word,5
1643,try,word,36
1644,battle,word,30
1645,collaboration,word,11
1646,period,word,145
1647,critic,word,19
1648,danger,word,14
1649,industry,word,109
1650,scientist,word,15
1651,manufacturer,word,18
1652,comprehensive,word,23
1653,funding,word,44
1654,economic,word,40
1655,burden,word,14
1656,society,word,62
1657,deal,word,21
1658,line,word,70
1659,interim,word,19
1660,task,word,13
1661,definition,word,42
1662,neglect,word,5
1663,restrictive,word,5
1664,condition,word,115
1665,frame,word,5
1666,thirteen,word,8
1667,disorder,word,95
1668,violence,word,39
1669,impairment,word,20
1670,collectively,word,5
1671,division,word,54
1672,reproductive,word,6
1673,publish,word,62
1674,magazine,word,135
1675,psychotropic,word,5
1676,committee,word,52
1677,dependence,word,66
1678,evaluate,word,14
1679,impact,word,68
1680,psychoactive,word,15
1681,property,word,73
1682,live,word,74
1683,unhealthy,word,9
1684,soil,word,20
1685,climate,word,45
1686,pregnancy,word,83
1687,childbirth,word,49
1688,neonatal,word,8
1689,adolescence,word,8
1690,sexual,word,51
1691,active,word,70
1692,aging,word,9
1693,instance,word,30
1694,tobacco,word,29
1695,unsafe,word,8
1696,sex,word,45
1697,ensure,word,27
1698,sustainable,word,9
1699,recommendation,word,23
1700,age,word,122
1701,permit,word,18
1702,road,word,36
1703,surgical,word,20
1704,checklist,word,5
1705,natural,word,45
1706,manmade,word,6
1707,middle,word,31
1708,east,word,69
1709,nearby,word,6
1710,criticize,word,20
1711,insufficient,word,14
1712,internal,word,12
1713,core,word,32
1714,capacity,word,9
1715,rebuild,word,5
1716,lose,word,24
1717,leave,word,62
1718,comparison,word,19
1719,dollar,word,9
1720,notify,word,5
1721,cluster,word,14
1722,pneumonia,word,9
1723,guidance,word,8
1724,outside,word,61
1725,preliminary,word,14
1726,evidence,word,143
1727,week,word,92
1728,resort,word,17
1729,oversee,word,14
1730,internationally,word,11
1731,david,word,11
1732,professor,word,8
1733,london,word,24
1734,school,word,189
1735,open,word,41
1736,file,word,27
1737,criticism,word,39
1738,trump,word,12
1739,guide,word,6
1740,donald,word,5
1741,cover,word,74
1742,announcement,word,8
1743,defend,word,15
1744,block,word,70
1745,vote,word,61
1746,nonviolent,word,5
1747,mention,word,16
1748,intent,word,7
1749,joe,word,9
1750,cancel,word,7
1751,withdrawal,word,97
1752,resume,word,15
1753,address,word,19
1754,underlie,word,14
1755,enhance,word,15
1756,equity,word,7
1757,integrate,word,15
1758,approach,word,29
1759,influence,word,74
1760,sector,word,22
1761,root,word,17
1762,evidencebased,word,5
1763,tool,word,35
1764,inform,word,8
1765,reference,word,21
1766,statistical,word,6
1767,intervention,word,19
1768,framework,word,15
1769,marketing,word,14
1770,substitute,word,25
1771,recruitment,word,5
1772,model,word,58
1773,counterpart,word,7
1774,actively,word,8
1775,governance,word,8
1776,quality,word,54
1777,access,word,40
1778,digital,word,6
1779,telecommunication,word,5
1780,mobile,word,5
1781,package,word,10
1782,civil,word,64
1783,commit,word,36
1784,citizen,word,15
1785,effectiveness,word,40
1786,rely,word,6
1787,renowned,word,6
1788,professional,word,144
1789,education,word,78
1790,run,word,43
1791,alliance,word,27
1792,target,word,43
1793,bring,word,48
1794,guideline,word,25
1795,facilitate,word,20
1796,ngo,word,6
1797,exert,word,5
1798,improvement,word,24
1799,shift,word,19
1800,emphasis,word,11
1801,personal,word,23
1802,variety,word,32
1803,societal,word,13
1804,promotion,word,73
1805,match,word,238
1806,theme,word,8
1807,resistance,word,58
1808,hepatitis,word,11
1809,twothird,word,13
1810,scope,word,5
1811,collection,word,19
1812,adult,word,66
1813,old,word,76
1814,portal,word,10
1815,gather,word,5
1816,analysis,word,27
1817,globe,word,6
1818,instrument,word,22
1819,metric,word,8
1820,decision,word,54
1821,pan,word,6
1822,database,word,18
1823,online,word,13
1824,violation,word,11
1825,visitor,word,16
1826,search,word,29
1827,good,word,75
1828,regularly,word,22
1829,eastern,word,42
1830,mediterranean,word,5
1831,draft,word,14
1832,educate,word,5
1833,notable,word,30
1834,enforce,word,13
1835,compliance,word,5
1836,build,word,26
1837,researcher,word,17
1838,error,word,8
1839,submit,word,13
1840,opinion,word,11
1841,staff,word,27
1842,traditional,word,64
1843,enable,word,17
1844,push,word,7
1845,wildlife,word,15
1846,remedy,word,7
1847,spokesman,word,9
1848,inclusion,word,18
1849,iarc,word,7
1850,carcinogenic,word,14
1851,plus,word,9
1852,cook,word,11
1853,treaty,word,29
1854,puerto,word,10
1855,twoyear,word,8
1856,pay,word,48
1857,grant,word,28
1858,observer,word,23
1859,movement,word,85
1860,arab,word,26
1861,holy,word,9
1862,participation,word,31
1863,invite,word,6
1864,delegation,word,9
1865,supreme,word,43
1866,eligible,word,13
1867,membership,word,18
1868,website,word,26
1869,admit,word,15
1870,technically,word,13
1871,qualified,word,10
1872,red,word,24
1873,federation,word,20
1874,relation,word,21
1875,seat,word,31
1876,roc,word,10
1877,mainland,word,33
1878,represent,word,45
1879,representation,word,12
1880,prc,word,10
1881,communist,word,7
1882,organ,word,19
1883,lie,word,19
1884,sovereignty,word,7
1885,rocs,word,6
1886,election,word,80
1887,democratic,word,35
1888,progressive,word,15
1889,political,word,83
1890,bar,word,26
1891,refuse,word,15
1892,taiwanese,word,14
1893,occasion,word,19
1894,journalist,word,36
1895,deny,word,13
1896,reportedly,word,10
1897,demand,word,41
1898,house,word,99
1899,representative,word,31
1900,write,word,60
1901,argue,word,39
1902,japan,word,65
1903,germany,word,66
1904,taiwans,word,5
1905,diverse,word,58
1906,anger,word,6
1907,exclude,word,14
1908,respect,word,10
1909,politic,word,17
1910,geography,word,10
1911,dismiss,word,5
1912,canadian,word,68
1913,prime,word,17
1914,japanese,word,21
1915,back,word,6
1916,interview,word,23
1917,bruce,word,6
1918,question,word,36
1919,reporter,word,7
1920,internet,word,21
1921,video,word,19
1922,restart,word,7
1923,ask,word,13
1924,discuss,word,10
1925,peter,word,5
1926,bid,word,12
1927,join,word,25
1928,chairman,word,9
1929,affair,word,19
1930,michael,word,16
1931,rank,word,63
1932,republican,word,54
1933,senator,word,24
1934,jim,word,14
1935,senate,word,51
1936,bob,word,5
1937,thailand,word,12
1938,saudi,word,24
1939,arabia,word,23
1940,comment,word,6
1941,page,word,14
1942,meet,word,45
1943,yearly,word,9
1944,decide,word,17
1945,qatar,word,7
1946,last,word,18
1947,apart,word,11
1948,liaison,word,5
1949,institution,word,28
1950,employ,word,29
1951,recruit,word,6
1952,cigarette,word,11
1953,operate,word,70
1954,goodwill,word,6
1955,ambassador,word,11
1956,art,word,61
1957,sport,word,92
1958,project,word,30
1959,orchestra,word,14
1960,robert,word,23
1961,appointment,word,12
1962,attract,word,22
1963,condemnation,word,7
1964,poor,word,31
1965,outcry,word,5
1966,finding,word,21
1967,citation,word,26
1968,founder,word,15
1969,william,word,25
1970,award,word,37
1971,medal,word,5
1972,contributor,word,7
1973,unite,word,13
1974,raise,word,28
1975,equal,word,19
1976,beginning,word,15
1977,formal,word,15
1978,rest,word,28
1979,informal,word,5
1980,character,word,60
1981,france,word,49
1982,combined,word,23
1983,expenditure,word,6
1984,regard,word,19
1985,moderately,word,7
1986,flexible,word,5
1987,tie,word,15
1988,routinely,word,10
1989,travel,word,39
1990,stay,word,27
1991,hotel,word,10
1992,big,word,32
1993,pende,word,9
1994,relationship,word,42
1995,immediately,word,11
1996,german,word,50
1997,quarter,word,7
1998,onetenth,word,8
1999,specify,word,9
2000,prize,word,35
2001,candidate,word,14
2002,nominate,word,5
2003,selection,word,12
2004,panel,word,8
2005,winner,word,24
2006,design,word,30
2007,swiss,word,10
2008,architect,word,5
2009,competition,word,19
2010,extend,word,31
2011,centre,word,17
2012,gaza,word,10
2013,caribbean,word,5
2014,coordination,word,10
2015,northern,word,68
2016,capital,word,122
2017,occasionally,word,17
2018,accompany,word,19
2019,americas,word,20
2020,serbia,word,9
2021,turkey,word,23
2022,uzbekistan,word,7
2023,resident,word,58
2024,preexist,word,6
2025,designate,word,19
2026,normally,word,17
2027,autumn,word,6
2028,preference,word,11
2029,debate,word,13
2030,fiveyear,word,8
2031,aside,word,10
2032,effectively,word,11
2033,manage,word,50
2034,bypass,word,6
2035,health organization,word,37
2036,nations,word,88
2037,functions,word,18
2038,assets,word,7
2039,duties,word,7
2040,diseases,word,13
2041,data,word,46
2042,priorities,word,5
2043,heart disease,word,8
2044,substance abuse,word,7
2045,health care,word,14
2046,risks,word,30
2047,promoting,word,6
2048,health assembly,word,17
2049,executive board,word,7
2050,goals,word,7
2051,activities,word,9
2052,contributions,word,17
2053,assessed,word,10
2054,conferences,word,5
2055,attending,word,7
2056,delegates,word,9
2057,features,word,11
2058,activists,word,7
2059,women,word,164
2060,organizations,word,21
2061,modified,word,7
2062,international agency,word,5
2063,decades,word,21
2064,world bank,word,5
2065,improved,word,9
2066,preventing,word,21
2067,requirements,word,11
2068,processes,word,6
2069,founding,word,9
2070,credited,word,7
2071,aids,word,9
2072,resources,word,17
2073,public health emergency,word,5
2074,gates,word,5
2075,problems,word,15
2076,pregnant women,word,12
2077,childrens,word,5
2078,estimated,word,63
2079,lives,word,10
2080,practices,word,7
2081,statements,word,6
2082,killed,word,29
2083,increasing,word,28
2084,critics,word,8
2085,exaggerated,word,7
2086,manufacturers,word,6
2087,preparations,word,8
2088,areas,word,9
2089,sections,word,7
2090,infected,word,5
2091,conditions,word,32
2092,injuries,word,9
2093,published,word,37
2094,narcotic drugs,word,10
2095,psychotropic substances,word,5
2096,changes,word,34
2097,properties,word,17
2098,estimates,word,13
2099,living,word,18
2100,working,word,19
2101,climate change,word,5
2102,risk factors,word,6
2103,recommendations,word,21
2104,ages,word,12
2105,engaging,word,9
2106,lost,word,14
2107,operations,word,23
2108,leaders,word,17
2109,condemned,word,9
2110,blocked,word,13
2111,planned,word,8
2112,health policy,word,5
2113,policies,word,15
2114,standards,word,11
2115,medical products,word,6
2116,technologies,word,5
2117,administering,word,8
2118,improving,word,10
2119,citizens,word,9
2120,partners,word,5
2121,systems,word,6
2122,guidelines,word,8
2123,released,word,12
2124,improvements,word,6
2125,plans,word,18
2126,rights,word,26
2127,laws,word,44
2128,implemented,word,5
2129,visitors,word,8
2130,publications,word,6
2131,targets,word,11
2132,mechanisms,word,16
2133,researchers,word,15
2134,moving,word,7
2135,admitted,word,8
2136,decisions,word,15
2137,relations,word,8
2138,peoples,word,15
2139,meetings,word,5
2140,occasions,word,9
2141,journalists,word,9
2142,representatives,word,13
2143,wrote,word,6
2144,parties,word,16
2145,politics,word,11
2146,concerns,word,18
2147,issues,word,17
2148,saudi arabia,word,14
2149,votes,word,5
2150,reviews,word,8
2151,institutions,word,6
2152,fields,word,6
2153,funds,word,5
2154,declined,word,14
2155,winners,word,6
2156,offices,word,13
2157,provinces,word,27
2158,countrys,word,16
2159,regional committee,word,6
2160,paregoric,word,83
2161,tincture,word,23
2162,antidiarrheal,word,7
2163,antitussive,word,7
2164,edition,word,23
2165,benzoic,word,5
2166,camphor,word,7
2167,anise,word,7
2168,oil,word,13
2169,tradition,word,43
2170,boil,word,6
2171,army,word,60
2172,navy,word,11
2173,expectorant,word,10
2174,critical,word,15
2175,probably,word,12
2176,observation,word,10
2177,adherence,word,10
2178,certain,word,72
2179,cough,word,21
2180,chemistry,word,23
2181,elixir,word,8
2182,asthma,word,33
2183,greek,word,22
2184,originally,word,22
2185,speak,word,27
2186,accurately,word,8
2187,talk,word,17
2188,meaning,word,5
2189,honey,word,6
2190,flower,word,5
2191,spirit,word,19
2192,wine,word,45
2193,ingredient,word,22
2194,theory,word,15
2195,household,word,24
2196,diarrhea,word,27
2197,calm,word,9
2198,counteract,word,5
2199,formula,word,143
2200,add,word,39
2201,fluid,word,50
2202,percent,word,89
2203,warm,word,7
2204,book,word,27
2205,digest,word,6
2206,bottle,word,5
2207,twentieth,word,6
2208,manner,word,12
2209,addictive,word,19
2210,understand,word,11
2211,fire,word,28
2212,composition,word,15
2213,cannabis,word,19
2214,content,word,37
2215,secret,word,7
2216,legally,word,20
2217,labeling,word,5
2218,britain,word,31
2219,limitation,word,12
2220,harrison,word,17
2221,distribution,word,39
2222,laudanum,word,25
2223,thereof,word,5
2224,exempt,word,12
2225,dictate,word,5
2226,ounce,word,5
2227,dispense,word,7
2228,purchaser,word,5
2229,register,word,12
2230,identification,word,7
2231,overthecounter,word,14
2232,entirely,word,13
2233,nonprescription,word,6
2234,discretion,word,6
2235,iii,word,22
2236,generic,word,20
2237,equivalent,word,33
2238,discontinue,word,15
2239,actually,word,11
2240,shortage,word,11
2241,bear,word,22
2242,usp,word,5
2243,anhydrous,word,9
2244,grain,word,14
2245,correspond,word,11
2246,filter,word,11
2247,slightly,word,26
2248,assume,word,7
2249,minim,word,9
2250,confuse,word,8
2251,milligram,word,5
2252,syringe,word,14
2253,measurement,word,25
2254,device,word,8
2255,figure,word,22
2256,regardless,word,13
2257,surface,word,24
2258,intestine,word,14
2259,advantage,word,25
2260,virtue,word,5
2261,reflex,word,6
2262,stomach,word,47
2263,suppressant,word,7
2264,mask,word,13
2265,characterize,word,16
2266,dextromethorphan,word,12
2267,camphorated tincture,word,5
2268,analgesic properties,word,6
2269,centuries,word,8
2270,ingredients,word,6
2271,formulations,word,8
2272,adults,word,31
2273,weeks,word,31
2274,resumed,word,5
2275,leaves,word,6
2276,dispensed,word,6
2277,banned,word,42
2278,sales,word,7
2279,controlled substances,word,9
2280,discontinued,word,12
2281,infants,word,5
2282,born,word,11
2283,ester,word,10
2284,nalorphine,word,6
2285,prodrug,word,10
2286,similarly,word,18
2287,diacetylmorphine,word,16
2288,dihydromorphine,word,10
2289,analgesicrelate,word,12
2290,stub,word,40
2291,wikipedia,word,40
2292,opioid drug,bigram,2
2293,marketed,word,12
2294,analgesicrelated article,word,12
2295,developmental,word,14
2296,inntooltip,word,5
2297,nonproprietary,word,6
2298,ibogaine,word,8
2299,invent,word,9
2300,stanley,word,10
2301,chemist,word,24
2302,martin,word,9
2303,nicotine,word,11
2304,obese,word,8
2305,company,word,135
2306,acquire,word,15
2307,unable,word,16
2308,champaign,word,7
2309,brazil,word,11
2310,approval,word,62
2311,phase,word,45
2312,nicotinic,word,17
2313,subtype,word,10
2314,transporter,word,14
2315,sodium,word,58
2316,channel,word,45
2317,site,word,117
2318,nucleus,word,15
2319,amygdala,word,6
2320,nachr,word,9
2321,mac,word,6
2322,acetylcholine,word,50
2323,nmda,word,12
2324,invented,word,7
2325,animal studies,word,7
2326,signed,word,15
2327,national institute,word,5
2328,drug abuse,word,7
2329,trials,word,7
2330,derivatives,word,5
2331,ondelopran,word,5
2332,alcoholism,word,37
2333,endogenous,word,40
2334,endorphin,word,18
2335,antagonize,word,6
2336,intake,word,69
2337,path,word,8
2338,display,word,19
2339,conclusion,word,10
2340,investigated,word,7
2341,binding,word,40
2342,alcohol intake,word,6
2343,results,word,33
2344,semisynthetic,word,12
2345,roche,word,7
2346,successfully,word,10
2347,desomorphine,word,60
2348,austria,word,13
2349,permonid,word,5
2350,roughly,word,24
2351,hydroxyl,word,5
2352,double,word,26
2353,bond,word,46
2354,chlorocodide,word,5
2355,obtain,word,27
2356,impure,word,8
2357,variant,word,14
2358,necrosis,word,10
2359,prompt,word,8
2360,krokodil,word,18
2361,usage,word,20
2362,terminate,word,16
2363,equianalgesic,word,12
2364,incidence,word,33
2365,feel,word,16
2366,outweigh,word,5
2367,russia,word,56
2368,homemade,word,6
2369,neighbor,word,5
2370,derive,word,31
2371,phosphorus,word,9
2372,contaminate,word,5
2373,damage,word,61
2374,cheap,word,15
2375,restriction,word,23
2376,diminish,word,11
2377,poland,word,11
2378,spain,word,29
2379,consume,word,40
2380,respiration,word,9
2381,digestive,word,7
2382,producer,word,16
2383,solvent,word,7
2384,understanding,word,6
2385,extract,word,14
2386,material,word,46
2387,vessel,word,7
2388,bone,word,19
2389,limb,word,12
2390,readily,word,9
2391,notice,word,5
2392,battery,word,5
2393,gasoline,word,10
2394,paint,word,10
2395,thin,word,7
2396,insoluble,word,5
2397,cite,word,19
2398,observe,word,25
2399,frequent,word,27
2400,tissue,word,50
2401,nickname,word,9
2402,consequence,word,26
2403,thrombosis,word,5
2404,meningitis,word,7
2405,liver,word,125
2406,kidney,word,103
2407,vein,word,39
2408,abscess,word,6
2409,surround,word,19
2410,exhibit,word,15
2411,liability,word,7
2412,depressant,word,17
2413,abstinence,word,27
2414,daily,word,87
2415,molecular,word,42
2416,hydrobromide,word,6
2417,freebase,word,6
2418,conversion,word,14
2419,sulfate,word,7
2420,watersoluble,word,7
2421,organic,word,15
2422,ethanol,word,127
2423,ethyl,word,6
2424,acetate,word,33
2425,nitrogen,word,9
2426,oxide,word,14
2427,freely,word,7
2428,popularity,word,21
2429,medicinal,word,10
2430,routes,word,18
2431,treating,word,25
2432,recreational drug,word,6
2433,injection site,word,5
2434,agents,word,9
2435,restrictions,word,13
2436,diminished,word,8
2437,communities,word,25
2438,levels,word,61
2439,costs,word,20
2440,injecting,word,6
2441,muscles,word,5
2442,brain damage,word,5
2443,salts,word,8
2444,incidents,word,8
2445,acemetacin,word,18
2446,nonsteroidal,word,30
2447,antiinflammatory,word,36
2448,nsaid,word,40
2449,osteoarthritis,word,12
2450,rheumatoid,word,5
2451,arthritis,word,13
2452,lower,word,17
2453,merck,word,5
2454,kind,word,18
2455,inflammation,word,38
2456,gout,word,7
2457,contraindication,word,15
2458,hypersensitivity,word,6
2459,past,word,29
2460,gastrointestinal,word,36
2461,cerebral,word,23
2462,bleeding,word,29
2463,peptic,word,6
2464,ulcer,word,9
2465,trimester,word,15
2466,typical,word,21
2467,tolerability,word,8
2468,well,word,28
2469,indometacin,word,9
2470,allergic,word,14
2471,few,word,16
2472,interaction,word,36
2473,cyclooxygenase,word,8
2474,cox,word,23
2475,partly,word,7
2476,metabolize,word,28
2477,antipyretic,word,11
2478,clinically,word,16
2479,gastric,word,6
2480,leukotriene,word,18
2481,tumor,word,17
2482,expression,word,17
2483,induction,word,13
2484,gut,word,10
2485,protein,word,73
2486,metabolite,word,53
2487,inactive,word,17
2488,enzyme,word,69
2489,halflife,word,56
2490,steady,word,7
2491,fine,word,17
2492,crystalline,word,5
2493,known,word,14
2494,hungary,word,9
2495,portugal,word,6
2496,greece,word,9
2497,egypt,word,8
2498,nonsteroidal antiinflammatory drug nsaid,word,11
2499,uk,word,10
2500,"drug
 ",word,5
2501,nsaids,word,16
2502,peptic ulcer,bigram,2
2503,third trimester,word,5
2504,allergic reactions,word,6
2505,interactions,word,12
2506,metabolized,word,20
2507,metabolites,word,17
2508,brand names,word,7
2509,renal,word,27
2510,waste,word,24
2511,resolve,word,10
2512,irreversible,word,9
2513,leg,word,6
2514,swelling,word,6
2515,uremia,word,6
2516,volume,word,27
2517,overload,word,5
2518,tract,word,11
2519,breakdown,word,17
2520,diabete,word,10
2521,polycystic,word,5
2522,creatinine,word,6
2523,glomerular,word,5
2524,filtration,word,5
2525,gfr,word,6
2526,replacement,word,14
2527,therapy,word,66
2528,hemodialysis,word,7
2529,peritoneal,word,5
2530,dialysis,word,13
2531,machine,word,10
2532,cavity,word,20
2533,dietary,word,35
2534,outcome,word,33
2535,hospitalization,word,8
2536,outpatient,word,5
2537,nonpharmacological,word,7
2538,lifetime,word,11
2539,man,word,95
2540,reversible,word,18
2541,divide,word,42
2542,category,word,17
2543,trend,word,16
2544,anemia,word,5
2545,aki,word,8
2546,imbalance,word,10
2547,intrinsic,word,5
2548,diagnose,word,10
2549,bridge,word,22
2550,gap,word,9
2551,fundamental,word,8
2552,ckd,word,10
2553,aocrf,word,6
2554,baseline,word,19
2555,distinguish,word,15
2556,accumulate,word,22
2557,azotemia,word,6
2558,toxin,word,7
2559,accident,word,21
2560,deprive,word,5
2561,antibiotic,word,24
2562,unlike,word,34
2563,circulation,word,14
2564,ischemia,word,5
2565,destruction,word,24
2566,hypertension,word,6
2567,systemic,word,31
2568,genetic,word,11
2569,overuse,word,6
2570,ibuprofen,word,25
2571,acetaminophen,word,11
2572,paracetamol,word,65
2573,gene,word,25
2574,spectrum,word,13
2575,affiliate,word,10
2576,hispanic,word,14
2577,americans,word,25
2578,calculate,word,10
2579,dysfunction,word,14
2580,survive,word,23
2581,ethnic,word,34
2582,background,word,10
2583,overall,word,48
2584,index,word,16
2585,interested,word,7
2586,modern,word,49
2587,urea,word,16
2588,excessive,word,62
2589,excretion,word,14
2590,undergo,word,24
2591,spontaneous,word,6
2592,population,word,281
2593,chance,word,22
2594,differ,word,18
2595,preventive,word,6
2596,progression,word,12
2597,plant,word,51
2598,negative,word,34
2599,referral,word,8
2600,shorter,word,11
2601,renal failure,word,5
2602,medical condition,word,5
2603,kidneys,word,22
2604,acute kidney failure,word,5
2605,chronic kidney failure,word,8
2606,chronic failure,word,7
2607,low blood pressure,word,5
2608,someone,word,5
2609,kidney failure,bigram,2
2610,outcomes,word,11
2611,men,word,71
2612,categories,word,8
2613,chronic kidney disease,word,8
2614,acute kidney injury,word,7
2615,characterized,word,10
2616,diagnosed,word,5
2617,long term,word,7
2618,extended,word,18
2619,periods,word,12
2620,antibiotics,word,12
2621,tissues,word,8
2622,affected,word,11
2623,african americans,word,14
2624,general population,word,6
2625,exposure to,word,13
2626,xorphanol,word,8
2627,inn,word,8
2628,usan,word,7
2629,partial,word,27
2630,extent,word,16
2631,marked,word,6
2632,antagonistic,word,10
2633,possess,word,11
2634,reveal,word,17
2635,euphoria,word,35
2636,lawsuit,word,26
2637,negotiation,word,5
2638,highest,word,16
2639,headaches,word,10
2640,organism,word,9
2641,vertebrate,word,14
2642,lung,word,18
2643,secretion,word,7
2644,cell,word,86
2645,placental,word,9
2646,mammal,word,15
2647,bladder,word,5
2648,metabolism,word,50
2649,uric,word,5
2650,accumulation,word,12
2651,removal,word,21
2652,green,word,14
2653,excrete,word,24
2654,photosynthesis,word,6
2655,oxygen,word,24
2656,byproduct,word,7
2657,generate,word,22
2658,exit,word,6
2659,wall,word,15
2660,excess,word,20
2661,leaf,word,6
2662,diffusion,word,6
2663,resin,word,17
2664,interior,word,40
2665,ammonia,word,12
2666,convert,word,18
2667,bird,word,21
2668,efficient,word,12
2669,store,word,25
2670,egg,word,6
2671,gland,word,10
2672,saline,word,13
2673,pathology,word,10
2674,metabolic waste,word,5
2675,vertebrates,word,9
2676,lungs,word,9
2677,mammals,word,9
2678,chemical reactions,word,5
2679,forced,word,15
2680,excreted,word,11
2681,stored,word,5
2682,intestines,word,6
2683,eml,word,6
2684,item,word,24
2685,complementary,word,60
2686,deem,word,13
2687,infrastructure,word,16
2688,train,word,35
2689,diagnostic,word,7
2690,equipment,word,18
2691,proper,word,15
2692,alternative,word,61
2693,performance,word,49
2694,highrisk,word,7
2695,characteristic,word,19
2696,world health organization,word,6
2697,items,word,15
2698,populations,word,13
2699,characteristics,word,6
2700,diamorphine,word,114
2701,mainly,word,25
2702,euphoric,word,6
2703,brown,word,20
2704,variable,word,16
2705,mam,word,15
2706,monoacetylmorphine,word,10
2707,acetylation,word,9
